ID;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Dt_Customer_month;Dt_Customer_dayofweek
10673;1976;PhD;Married;68397.0;0;1;6;760;80;466;17;13;80;1;6;9;5;3;0;0;0;0;0;0;0;11;6
5303;1974;PhD;Together;79632.0;0;0;42;471;0;510;99;21;12;1;6;4;9;2;0;0;0;0;0;0;0;4;1
538;1989;Graduation;Single;46107.0;1;0;78;31;9;27;16;9;33;1;1;1;4;3;0;0;0;0;0;0;0;2;0
7922;1951;PhD;Single;64950.0;0;1;29;819;0;72;12;0;63;2;11;2;10;7;0;1;0;0;0;0;0;8;6
5692;1989;Basic;Married;25443.0;1;0;82;1;4;3;8;9;7;1;1;0;3;8;0;0;0;0;0;0;0;12;5
6383;1971;PhD;Together;32892.0;1;0;78;26;0;15;2;1;2;2;3;0;3;8;0;0;0;0;0;0;0;5;6
3673;1971;Graduation;Single;55239.0;0;1;59;371;17;238;23;24;106;3;7;5;11;5;0;0;0;0;0;0;0;7;6
760;1975;PhD;Divorced;60554.0;1;0;8;588;7;76;110;15;15;2;8;4;9;6;0;0;0;0;0;0;0;8;4
4128;1962;PhD;Together;56067.0;0;1;51;517;12;54;16;6;120;2;7;4;7;5;0;0;0;0;0;0;0;7;5
8700;1986;Basic;Single;14906.0;0;0;86;7;7;14;7;16;15;3;2;1;3;7;0;0;0;0;0;0;0;12;5
3202;1987;PhD;Married;51563.0;0;0;60;1166;0;48;0;0;36;1;4;4;10;8;0;1;1;0;0;0;0;10;0
8405;1979;Graduation;Divorced;68274.0;1;1;83;135;25;51;23;25;46;2;4;2;5;3;0;0;0;0;0;0;0;9;0
6515;1977;Graduation;Together;39771.0;1;0;92;6;2;18;2;8;14;1;2;0;3;4;0;0;0;0;0;0;0;12;4
2882;1975;2n Cycle;Divorced;67893.0;0;1;31;711;28;142;49;18;47;2;3;2;9;8;0;0;0;0;0;0;0;10;0
7574;1979;PhD;Together;27922.0;1;0;80;11;0;13;2;4;11;1;2;0;3;4;0;0;0;0;0;0;0;5;5
6387;1976;PhD;Together;52190.0;1;1;39;42;0;17;0;0;18;3;2;1;3;5;1;0;0;0;0;0;0;5;3
5320;1973;Master;Divorced;44051.0;1;1;20;79;7;58;6;3;18;4;3;1;4;6;0;0;0;0;0;0;1;1;1
5048;1971;PhD;Single;42767.0;2;0;53;20;6;43;19;5;38;1;3;1;2;8;0;0;0;0;0;0;0;5;5
8146;1976;Master;Together;46106.0;1;1;84;30;0;8;2;0;14;1;1;1;2;6;0;0;0;0;0;0;0;5;6
10031;1976;PhD;Married;16927.0;1;1;50;20;2;23;3;1;4;5;3;0;4;8;0;0;0;0;0;0;0;2;6
2134;1952;Graduation;Single;53700.0;0;1;94;263;5;233;69;41;83;4;5;5;8;5;0;0;0;0;0;0;0;8;4
1523;1973;Graduation;Married;59041.0;1;1;25;69;2;15;2;2;6;2;2;0;4;5;0;0;0;0;0;0;0;5;2
9665;1957;PhD;Divorced;54237.0;0;1;48;267;3;30;4;0;57;4;5;2;5;6;0;0;0;0;0;0;0;4;5
3635;1962;PhD;Single;52597.0;0;1;69;492;0;37;7;0;42;3;6;3;8;5;0;0;0;0;0;0;0;5;2
3547;1969;Master;Together;41021.0;1;0;12;14;7;9;6;16;12;2;2;0;3;6;0;0;0;0;0;0;1;12;6
2456;1975;PhD;Married;40233.0;0;1;84;80;4;46;0;17;2;5;2;1;5;6;0;0;0;0;0;0;0;10;0
7011;1973;Graduation;Married;33471.0;1;0;47;43;2;27;0;9;12;3;3;0;4;7;0;0;0;0;0;0;0;10;4
2620;1974;PhD;Married;34596.0;1;0;48;14;0;2;0;0;7;1;1;0;2;8;0;0;0;0;0;0;1;4;5
3933;1980;Graduation;Together;44010.0;1;0;46;186;36;234;86;72;48;6;10;2;6;9;0;0;0;0;0;0;0;10;5
1734;1968;PhD;Together;40706.0;2;1;37;59;0;11;4;2;5;4;3;0;4;7;0;0;0;0;0;0;0;1;3
10995;1988;2n Cycle;Married;15716.0;1;0;8;16;5;30;8;7;26;3;3;0;4;8;0;0;0;0;0;1;0;11;0
6357;1959;2n Cycle;Divorced;59052.0;0;1;29;230;35;75;63;57;31;3;7;1;7;5;0;0;0;0;0;0;0;11;6
3308;1952;Graduation;Married;35704.0;1;1;54;30;9;12;2;11;30;3;2;0;4;4;0;0;0;0;0;0;0;1;4
2166;1960;2n Cycle;Widow;46779.0;1;1;55;12;1;3;0;0;7;1;0;1;2;4;0;0;0;0;0;0;0;7;4
6634;1979;Master;Divorced;33462.0;1;0;78;22;3;18;0;0;11;1;2;0;3;7;0;0;0;0;0;0;0;8;2
6872;1974;PhD;Married;65352.0;0;1;43;284;3;84;4;7;23;2;4;2;8;4;0;0;0;0;0;0;0;8;2
453;1956;PhD;Widow;35340.0;1;1;1;27;0;12;0;1;5;2;2;0;3;5;0;0;0;0;0;0;0;6;6
9850;1972;2n Cycle;Married;24884.0;1;0;32;3;6;7;0;0;3;1;0;0;3;7;0;0;0;0;0;0;0;11;3
7378;1981;Master;Together;42021.0;1;0;34;393;5;136;7;5;27;5;10;1;6;9;1;0;0;0;0;0;0;8;4
1640;1954;Graduation;Divorced;64587.0;1;1;49;66;0;16;0;6;20;2;1;1;4;3;0;0;0;0;0;0;0;6;6
5184;1995;Graduation;Single;34824.0;0;0;65;4;2;11;2;0;4;1;1;0;2;6;0;0;0;0;0;0;0;3;2
8492;1978;Graduation;Together;75437.0;0;0;25;795;0;545;95;58;0;1;8;4;10;6;0;0;0;1;0;0;0;11;5
11188;1957;Graduation;Together;26091.0;1;1;84;15;10;19;8;17;20;3;2;1;3;5;0;0;0;0;0;0;0;2;1
9097;1956;Graduation;Divorced;46086.0;0;1;34;244;8;32;7;2;50;4;3;1;8;4;0;0;0;0;0;0;0;11;6
10473;1956;PhD;Widow;78028.0;0;1;38;158;19;288;25;0;38;1;6;4;9;7;0;1;1;0;0;0;1;9;0
5527;1987;Graduation;Together;22434.0;1;0;25;4;12;11;3;13;15;2;2;0;3;8;0;0;0;0;0;0;0;2;2
6374;1954;PhD;Married;36930.0;0;1;50;223;2;31;0;2;39;5;5;2;4;8;0;0;0;0;0;0;0;5;4
7453;1954;Graduation;Single;36130.0;0;1;46;157;43;127;68;56;37;6;3;8;4;4;1;0;0;0;0;0;1;2;5
8952;1953;Master;Married;65569.0;0;1;96;397;46;288;20;38;70;2;6;5;10;3;0;0;0;0;0;0;0;11;0
8975;1968;Graduation;Married;19514.0;1;1;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;0;0;1;6
6119;1963;PhD;Single;36736.0;1;1;52;10;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;0;0;5;4
5723;1976;PhD;Together;49187.0;0;1;63;81;1;31;2;1;0;1;1;1;5;2;0;0;0;0;0;0;0;1;5
1970;1968;Master;Together;34053.0;0;1;14;63;0;21;7;0;12;1;3;0;3;8;0;0;0;0;0;0;0;9;0
5313;1971;Master;Married;38196.0;1;1;20;30;0;11;0;0;3;3;2;0;4;5;0;0;0;0;0;0;0;4;4
10634;1951;Master;Married;59412.0;0;0;56;90;67;165;30;43;11;1;4;2;8;3;0;0;0;0;0;0;0;4;5
8562;1969;Graduation;Together;54165.0;0;0;72;127;4;73;15;6;11;1;2;1;7;2;0;0;0;0;0;0;0;5;1
3158;1973;Graduation;Married;32300.0;1;0;1;13;3;6;6;5;6;1;1;0;3;8;0;0;0;0;0;0;0;1;3
4436;1976;Graduation;Single;20180.0;0;0;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;0;2;2
5287;1973;Graduation;Married;34961.0;1;0;77;45;2;26;4;1;1;3;3;1;3;7;0;0;0;0;0;0;0;6;3
2445;1974;PhD;Together;28440.0;1;0;87;38;1;24;0;0;0;1;2;0;3;8;0;0;0;0;0;0;0;7;6
4550;1966;Master;Together;33564.0;0;1;51;61;0;3;0;0;7;1;1;1;3;5;0;0;0;0;0;0;0;6;1
4240;1978;Graduation;Married;17345.0;1;0;79;4;9;16;17;0;12;2;2;1;2;8;0;0;0;0;0;0;0;11;5
8911;1967;PhD;Married;56320.0;0;1;11;201;53;172;116;77;83;3;5;4;9;4;0;0;0;0;0;0;0;4;0
3706;1978;Graduation;Single;28647.0;1;0;54;19;8;29;0;12;26;1;2;2;2;7;1;0;0;0;0;0;1;8;2
3628;1987;Basic;Single;15038.0;1;0;93;4;8;11;19;12;26;2;2;1;2;9;0;0;0;0;0;0;0;1;1
10175;1958;PhD;Divorced;32173.0;0;1;0;18;0;2;0;0;2;1;1;0;3;4;0;0;0;0;0;0;0;8;3
8985;1964;2n Cycle;Together;68316.0;0;1;54;806;80;161;120;11;33;5;10;7;10;6;0;0;0;0;0;0;0;11;6
9888;1969;Graduation;Together;68695.0;0;0;3;458;81;356;106;50;40;1;4;4;7;2;0;0;0;0;0;0;0;6;2
5263;1977;2n Cycle;Married;31056.0;1;0;99;5;10;13;3;8;16;1;1;0;3;8;0;0;0;0;0;0;0;1;1
9503;1980;Graduation;Single;28071.0;0;0;65;39;33;130;41;26;44;2;5;1;5;8;0;0;0;0;0;0;0;8;2
10613;1958;PhD;Together;37334.0;1;1;44;26;1;16;2;2;15;4;3;0;4;4;0;0;0;0;0;0;0;2;2
67;1972;Master;Single;46423.0;1;1;6;68;0;16;0;0;8;3;2;0;4;7;0;0;0;0;0;0;0;9;2
6019;1971;PhD;Married;37126.0;1;0;9;45;3;9;4;4;7;1;1;2;2;6;1;0;0;0;0;0;1;3;6
5863;1953;Graduation;Married;47703.0;0;1;95;359;0;134;13;26;123;4;6;3;8;5;0;0;0;0;0;0;0;5;2
6730;1954;Graduation;Married;38998.0;1;1;92;34;1;14;0;0;5;3;2;0;3;8;0;0;0;0;0;1;0;11;5
6287;1986;Graduation;Together;34728.0;1;0;2;14;0;16;0;0;6;1;1;1;2;6;0;0;0;0;0;0;1;7;1
5985;1965;Master;Single;33168.0;0;1;0;80;1;37;0;1;3;3;2;1;4;7;0;0;0;0;0;0;0;10;5
4754;1966;Master;Married;33585.0;0;1;91;30;11;33;13;6;29;1;2;0;4;4;0;0;0;0;0;0;0;9;2
966;1966;Graduation;Married;44529.0;0;1;98;538;13;91;17;6;26;6;6;2;11;5;0;1;0;0;0;0;0;7;4
9725;1966;PhD;Together;28764.0;1;1;16;8;0;3;0;0;1;1;1;0;2;8;1;0;0;0;0;0;0;6;3
5740;1970;2n Cycle;Divorced;25959.0;1;1;1;4;2;12;7;5;26;2;1;2;2;6;0;0;0;0;0;0;1;2;3
5731;1983;Master;Married;27100.0;1;0;64;12;0;13;2;0;10;1;1;0;3;7;0;0;0;0;0;0;0;4;4
7290;1985;Graduation;Single;70596.0;0;0;68;347;44;534;17;0;26;1;3;5;12;2;0;0;0;0;0;0;0;10;4
3846;1974;Graduation;Married;42557.0;0;1;98;192;5;53;0;5;15;4;6;1;4;8;0;0;0;0;0;0;0;8;2
8104;1951;PhD;Married;53312.0;0;0;32;241;0;12;0;0;25;1;5;1;5;7;0;0;0;0;0;0;0;8;4
4507;1952;Graduation;Single;72228.0;0;0;87;631;28;491;30;14;56;1;6;7;8;3;0;0;0;0;0;0;0;11;1
2055;1973;PhD;Divorced;35860.0;1;1;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;0;5;0
10766;1964;PhD;Married;65526.0;0;1;22;397;19;69;12;0;9;1;4;4;8;2;0;0;0;0;0;0;0;4;4
4415;1961;Graduation;Married;16860.0;1;1;19;10;4;4;3;3;14;3;1;1;3;7;0;0;0;0;0;0;0;9;2
4817;1956;Graduation;Divorced;22304.0;0;0;91;3;2;7;0;4;2;1;1;0;2;8;0;0;0;0;0;0;0;8;5
2875;1978;Graduation;Married;67023.0;0;0;93;444;44;382;11;8;17;1;3;7;13;2;0;0;0;0;0;1;0;3;1
10536;1971;PhD;Together;32892.0;1;0;78;26;0;15;2;1;2;2;3;0;3;8;0;0;0;0;0;0;0;5;6
3807;1955;Graduation;Together;59925.0;0;1;83;473;21;176;19;21;56;3;9;2;9;6;0;0;0;0;0;0;0;11;4
9197;1953;Graduation;Married;39722.0;0;1;92;32;0;5;2;0;8;2;2;0;3;5;0;0;0;0;0;0;0;2;0
10832;1958;Graduation;Together;46610.0;0;0;4;288;10;30;4;10;125;1;6;1;6;6;0;0;0;0;0;0;0;7;3
4207;1981;PhD;Married;87171.0;0;0;27;1001;44;107;58;44;44;1;6;7;11;2;1;0;1;0;0;0;0;5;2
577;1976;2n Cycle;Together;26907.0;1;1;10;9;1;7;0;3;2;2;1;0;3;7;0;0;0;0;0;0;0;8;1
10855;1968;Master;Single;50014.0;1;0;9;234;14;77;19;10;42;2;4;1;8;5;0;0;0;0;0;0;0;1;2
3081;1978;PhD;Married;41014.0;1;0;65;7;2;6;2;0;3;1;1;0;2;7;0;0;0;0;0;0;0;4;0
247;1971;Graduation;Married;36715.0;1;0;16;172;10;125;21;13;16;6;7;2;4;9;0;0;0;0;0;0;1;11;5
9523;1982;Graduation;Together;40479.0;1;0;95;5;0;8;2;0;0;1;0;0;3;4;0;0;0;0;0;0;0;8;5
10914;1970;Graduation;Single;24163.0;1;1;3;4;1;7;2;1;2;2;1;0;3;4;0;0;0;0;0;0;0;10;5
1509;1958;PhD;Together;84460.0;0;0;80;152;27;103;106;54;81;0;9;9;4;5;0;1;1;1;1;0;1;1;4
5577;1983;Graduation;Together;43776.0;1;0;77;8;0;9;2;1;3;1;1;0;2;6;0;0;0;0;0;0;0;5;5
1833;1974;PhD;Single;39190.0;1;0;91;68;8;18;19;8;12;2;2;1;4;5;0;0;0;0;0;0;0;4;5
4944;1959;Graduation;Together;71367.0;0;0;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;0;8;4
9080;1972;PhD;Single;38578.0;1;1;2;38;4;22;3;3;3;3;3;0;3;8;0;0;0;0;0;0;0;6;5
6466;1965;PhD;Married;57236.0;1;1;22;105;0;9;2;1;4;3;2;1;4;3;0;0;0;0;0;0;0;3;2
9964;1979;Graduation;Single;61825.0;0;1;56;162;50;100;55;30;27;1;4;2;8;4;0;0;0;0;0;0;0;8;2
4790;1958;Graduation;Divorced;79803.0;0;1;54;574;8;216;21;16;33;1;4;3;5;1;0;0;0;0;0;0;0;6;0
10245;1986;2n Cycle;Single;80910.0;0;0;71;160;80;369;67;39;41;1;3;3;8;1;0;0;0;0;0;0;0;10;2
1109;1982;Master;Together;27590.0;1;0;38;6;0;5;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;4;1
6001;1979;Graduation;Married;56775.0;0;1;62;614;35;160;58;35;35;2;5;8;10;5;0;0;0;0;0;0;0;1;2
10552;1979;2n Cycle;Married;54210.0;0;1;18;70;54;109;80;9;45;2;4;1;7;5;0;0;0;0;0;0;0;5;0
1545;1986;Graduation;Married;38508.0;1;0;95;120;19;206;25;19;54;6;7;2;5;8;0;0;0;0;0;0;0;8;4
7409;1970;Graduation;Together;53187.0;1;0;66;211;2;30;7;7;10;2;4;1;6;5;0;0;0;0;0;0;0;10;5
4444;1972;Graduation;Married;30023.0;1;0;28;11;0;16;7;6;21;1;2;0;3;8;0;0;0;0;0;0;0;3;0
6271;1952;PhD;Married;50870.0;0;1;13;53;0;8;0;0;2;1;2;0;3;5;0;0;0;0;0;0;0;6;3
10065;1970;2n Cycle;Married;15315.0;0;0;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;0;8;5
4741;1974;2n Cycle;Married;65463.0;1;0;17;391;32;70;21;32;16;2;6;2;9;5;0;1;0;0;0;0;0;1;3
375;1954;Graduation;Divorced;76773.0;0;0;79;516;56;449;86;33;16;1;2;2;11;1;0;0;0;0;0;0;0;2;0
10022;1973;PhD;Single;54466.0;1;1;78;12;0;4;0;0;0;1;1;0;2;5;0;0;0;0;0;0;0;2;6
11010;1984;PhD;Single;16269.0;1;0;75;19;3;18;3;1;0;3;3;0;3;8;0;0;0;0;0;0;0;8;4
3885;1983;PhD;Married;33569.0;1;0;10;16;2;18;3;0;24;1;1;1;2;8;1;0;0;0;0;0;1;10;2
880;1966;Basic;Together;22634.0;0;0;47;2;23;11;8;6;46;1;2;1;2;8;0;0;0;0;0;0;0;1;2
2320;1978;2n Cycle;Married;47025.0;0;1;98;508;11;59;23;5;29;5;11;1;6;9;0;0;0;0;0;0;0;9;3
850;1968;Graduation;Single;70566.0;0;1;4;381;28;215;84;28;21;2;6;5;9;3;0;0;0;0;0;0;0;10;6
4713;1979;PhD;Married;31605.0;1;0;15;74;0;42;2;1;6;2;2;1;4;7;0;0;0;0;0;0;0;11;3
675;1973;Master;Divorced;52034.0;1;1;67;146;0;93;7;13;73;5;4;2;5;7;0;0;0;0;0;0;0;5;4
5025;1979;Graduation;Single;48526.0;1;0;32;23;17;23;43;20;9;1;2;1;4;3;0;0;0;0;0;0;0;12;1
2308;1954;Graduation;Married;46734.0;0;1;40;110;5;137;26;23;29;2;6;1;5;7;0;0;0;0;0;0;0;11;6
6749;1966;Graduation;Single;86358.0;1;1;78;957;47;494;82;47;95;4;5;3;6;8;0;0;0;0;0;0;0;8;2
1010;1977;Graduation;Together;46931.0;2;1;94;41;0;17;3;1;16;2;1;1;3;3;0;0;0;0;0;0;0;4;3
8977;1985;Basic;Single;16581.0;0;0;51;1;3;4;2;3;11;1;0;0;3;4;0;0;0;0;0;0;0;1;5
3412;1951;Master;Married;67381.0;0;1;67;815;8;53;11;0;70;4;2;2;9;7;0;1;0;0;0;0;0;1;1
606;1967;Graduation;Single;25930.0;1;1;87;6;1;2;2;0;4;1;1;0;2;7;0;0;0;0;0;0;0;10;3
5961;1978;Graduation;Married;42693.0;1;0;29;8;4;20;6;3;16;1;1;0;3;5;0;0;0;0;0;0;0;6;5
7613;1974;2n Cycle;Together;49669.0;1;0;97;166;5;107;11;8;29;2;5;1;6;6;0;0;0;0;0;0;0;5;5
10542;1968;PhD;Married;36778.0;1;1;63;29;4;34;2;4;4;3;3;0;3;9;0;0;0;0;0;0;0;8;6
8015;1962;PhD;Divorced;85696.0;0;0;88;714;76;395;116;0;12;1;4;6;9;1;0;0;0;0;0;0;1;5;4
10617;1989;Master;Divorced;10979.0;0;0;34;8;4;10;2;2;4;2;3;0;3;5;0;0;0;0;0;0;0;5;3
11166;1961;Graduation;Married;49678.0;0;1;81;229;5;56;3;2;20;2;6;2;4;7;0;0;0;0;0;0;0;2;5
849;1953;Master;Together;56129.0;0;1;65;320;48;133;39;72;48;4;6;2;10;4;0;0;0;0;0;0;0;6;3
523;1989;Graduation;Married;37155.0;1;0;51;23;0;26;7;15;3;1;2;0;4;5;0;0;0;0;0;0;0;1;3
4066;1978;2n Cycle;Divorced;21282.0;1;0;76;1;5;8;4;8;20;2;2;1;2;6;0;0;0;0;0;0;0;5;6
8414;1962;PhD;Single;33419.0;0;1;76;56;0;12;0;0;18;2;2;0;4;7;0;0;0;0;0;0;0;8;5
4961;1974;Master;Together;21255.0;1;0;56;29;0;25;2;2;3;4;2;1;4;4;0;0;0;0;0;0;0;1;1
749;1981;Graduation;Together;42162.0;1;0;31;46;7;59;2;4;27;2;3;1;3;6;1;0;0;0;0;0;1;11;1
7755;1954;PhD;Married;57744.0;0;1;91;350;3;39;0;0;19;2;9;1;4;8;0;0;0;0;0;0;0;11;1
10525;1986;Graduation;Single;26576.0;1;0;40;10;0;8;0;0;9;1;1;0;2;9;1;0;0;0;0;0;1;10;5
1453;1943;PhD;Widow;57513.0;0;0;59;735;40;183;52;20;30;2;9;3;13;6;0;0;0;0;0;0;0;7;5
10710;1979;Graduation;Married;7500.0;0;1;61;5;2;3;3;0;5;1;1;0;2;8;0;0;0;0;0;0;0;8;2
2613;1960;Master;Married;54197.0;0;1;16;162;6;37;6;13;13;2;1;3;6;1;0;0;0;0;0;0;0;4;3
213;1963;PhD;Single;23091.0;1;1;98;35;0;11;0;0;2;4;2;1;3;7;0;0;0;0;0;0;0;5;2
4252;1965;Graduation;Married;44375.0;0;1;73;213;5;28;7;7;41;1;4;1;6;5;0;0;0;0;0;0;0;3;6
6218;1965;Graduation;Married;59594.0;0;1;74;457;4;29;0;0;9;1;8;1;7;7;0;1;0;0;0;0;0;10;5
5922;1974;PhD;Married;40344.0;0;1;48;210;0;6;0;0;2;2;4;1;5;7;0;0;0;0;0;0;0;10;6
3598;1972;Graduation;Married;62710.0;0;1;53;441;35;83;7;29;11;4;4;2;12;4;0;0;0;0;0;0;0;5;3
6116;1968;2n Cycle;Married;48985.0;0;1;13;19;13;18;10;7;8;1;1;1;3;3;0;0;0;0;0;0;0;7;4
6263;1968;Graduation;Together;35322.0;1;2;34;28;9;37;12;7;13;3;2;0;4;8;0;0;0;0;0;0;0;8;2
193;1996;Basic;Married;14421.0;0;0;81;0;0;2;3;3;8;1;1;0;2;5;1;0;0;0;0;0;0;2;0
3363;1974;2n Cycle;Married;20130.0;0;0;99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;0;3;0
10660;1957;Master;Married;66726.0;1;1;61;349;7;35;0;0;47;3;8;2;4;7;0;1;0;0;0;0;0;1;6
8686;1979;Basic;Together;23724.0;1;0;65;5;23;15;0;18;14;2;2;0;3;8;0;0;0;0;0;0;0;1;1
1604;1960;Master;Married;47353.0;0;1;93;184;2;19;8;8;4;3;2;2;6;5;0;0;0;0;0;0;0;11;2
5907;1952;Master;Married;33444.0;1;1;24;8;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;0;0;11;5
10669;1981;Graduation;Married;54386.0;0;1;8;277;21;64;62;21;25;2;3;2;10;3;0;0;0;0;0;0;0;5;4
2918;1981;Graduation;Divorced;28510.0;1;1;72;44;5;19;0;4;19;3;2;0;4;5;0;0;0;0;0;0;0;4;5
359;1950;Graduation;Together;48070.0;0;1;33;373;14;83;6;9;19;3;8;2;6;7;0;0;0;0;0;1;0;1;6
8387;1957;Graduation;Married;43140.0;0;1;68;134;8;76;6;0;11;1;4;1;5;6;0;0;0;0;0;0;0;1;5
1829;1961;PhD;Divorced;54959.0;0;1;55;1148;0;60;0;0;24;3;9;5;4;7;0;1;0;0;0;0;1;1;5
3839;1958;Basic;Single;15056.0;1;1;76;6;12;3;21;6;40;5;2;2;3;5;0;0;0;0;0;0;0;5;4
9392;1971;Graduation;Single;26954.0;1;0;17;4;1;11;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;5;3
2292;1985;Graduation;Single;22327.0;1;0;94;5;4;8;2;0;5;1;1;0;3;5;0;0;0;0;0;0;0;8;4
10466;1965;Graduation;Married;44393.0;1;1;86;24;2;20;2;2;10;2;1;0;4;4;0;0;0;0;0;0;0;8;3
9855;1952;PhD;Single;62000.0;0;1;25;899;0;101;0;0;20;1;6;6;13;4;0;0;0;1;0;0;0;8;6
4088;1962;PhD;Together;31497.0;0;1;22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;0;12;3
5231;1974;2n Cycle;Married;45894.0;0;2;15;27;2;7;0;2;13;1;1;0;3;5;0;0;0;0;0;0;0;2;3
2315;1960;Graduation;Divorced;58401.0;0;1;55;10;0;11;17;29;29;1;1;2;2;4;0;0;0;0;0;0;0;4;6
3515;1952;Graduation;Single;62307.0;0;1;94;87;13;34;10;6;10;1;4;0;4;5;0;0;0;0;0;0;0;2;0
2245;1969;Master;Married;43641.0;1;1;50;57;2;51;4;2;23;3;2;1;4;6;0;0;0;0;0;0;0;4;0
2246;1965;2n Cycle;Married;46891.0;0;1;91;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;0;9;6
6606;1969;Master;Married;70091.0;1;0;11;964;34;137;15;0;11;2;5;2;10;8;0;1;0;0;0;0;0;3;6
5545;1972;PhD;Married;78075.0;0;0;72;572;8;259;34;35;80;1;3;5;5;1;0;0;0;0;0;0;0;4;5
837;1977;Graduation;Married;54809.0;1;1;0;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;0;9;2
3602;1958;Master;Married;51412.0;0;1;42;140;3;29;4;5;14;2;3;2;4;4;0;0;0;0;0;0;0;12;1
234;1979;Graduation;Divorced;15287.0;1;0;60;1;2;8;4;3;13;2;1;1;2;7;1;0;0;0;0;0;1;10;2
1118;1956;Master;Married;50965.0;0;1;87;544;13;85;8;6;29;3;10;4;5;8;1;0;0;0;0;0;0;2;2
3068;1990;Graduation;Married;18351.0;0;0;1;1;12;9;0;14;7;1;2;0;3;7;0;0;0;0;0;0;0;10;1
8955;1957;PhD;Together;40451.0;0;2;54;35;0;4;0;0;10;1;1;1;2;5;1;0;0;0;0;0;0;2;6
945;1965;Graduation;Together;36317.0;0;1;53;87;3;25;3;2;13;2;3;0;4;7;0;0;0;0;0;0;0;5;2
5644;1957;Graduation;Together;42213.0;0;1;96;309;3;24;4;3;20;2;5;1;7;7;0;1;0;0;0;0;0;10;5
7192;1955;Graduation;Together;65748.0;0;1;58;172;73;93;95;78;34;2;2;4;10;1;0;0;0;0;0;1;0;4;0
3439;1972;Graduation;Married;56721.0;1;1;64;157;6;39;6;13;75;5;4;1;5;6;0;0;0;0;0;0;0;10;2
1506;1975;Graduation;Single;42160.0;1;1;26;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;0;1;6;4
8876;1963;PhD;Together;33629.0;1;1;49;132;0;16;0;0;4;5;3;1;4;9;0;0;0;0;0;0;0;8;2
4500;1991;PhD;Together;68682.0;0;0;56;919;0;505;99;30;45;1;4;9;10;2;0;0;0;0;0;0;0;10;6
9739;1963;Graduation;Single;34377.0;0;1;55;62;0;22;3;1;26;2;2;2;2;7;0;0;0;0;0;0;0;1;5
10395;1986;Basic;Single;8940.0;1;0;25;1;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;0;0;8;2
1176;1973;Graduation;Married;26228.0;1;0;50;2;6;4;3;1;9;1;1;0;2;8;0;0;0;0;0;0;0;9;6
938;1981;Graduation;Married;40211.0;1;1;30;51;1;7;2;1;25;2;2;1;2;8;1;0;0;0;0;0;0;7;1
2740;1958;PhD;Widow;33438.0;1;1;81;62;1;16;3;2;6;4;2;1;4;5;0;0;0;0;0;0;0;9;6
257;1959;PhD;Married;75032.0;0;1;74;952;12;180;47;12;12;2;5;4;9;3;0;0;0;0;0;0;0;4;6
4058;1955;PhD;Single;61284.0;0;0;76;618;15;106;20;7;45;1;11;2;8;6;0;1;0;0;0;0;0;10;5
7736;1986;Graduation;Married;22518.0;1;0;36;11;7;12;2;2;27;2;2;1;2;5;1;0;0;0;0;0;1;10;0
8210;1975;Master;Married;54730.0;0;1;64;318;3;17;4;7;56;5;4;1;8;4;0;0;0;0;0;0;0;8;3
833;1955;Master;Married;38452.0;1;1;62;56;0;14;0;0;2;3;3;0;3;7;0;0;0;0;0;0;0;3;6
6230;1971;Graduation;Divorced;44421.0;1;1;53;110;5;59;7;1;7;5;5;0;4;8;0;0;0;0;0;0;0;2;4
7325;1986;PhD;Together;38197.0;1;0;86;23;0;11;2;1;3;1;1;0;3;5;0;0;0;0;0;0;0;6;5
1307;1978;Graduation;Divorced;41986.0;0;1;15;27;5;8;8;3;12;3;3;0;4;4;0;0;0;0;0;0;0;2;6
1502;1983;Graduation;Together;28427.0;1;0;67;18;3;19;3;3;6;2;2;0;3;8;0;0;0;0;0;0;0;3;3
6211;1976;PhD;Together;37395.0;1;0;47;18;0;9;0;1;11;1;1;0;3;6;0;0;0;0;0;0;0;5;4
4174;1956;Master;Together;55249.0;0;1;81;97;1;19;2;0;11;1;2;1;4;3;0;0;0;0;0;0;0;4;3
